repo,file,total_ccn,max_ccn,function_count,total_nloc,n_revs,hotspot_score
posx-mokobara-backend,src/workflows/payment-detail/workflows/verify-payment-detail.ts,1,1,1,5,2,2
posx-mokobara-backend,src/workflows/payment-detail/workflows/create-refund-payment.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/order-detail/workflows/update-gatepass-details.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/order-detail/workflows/generate-order-report.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/order-detail/workflows/calculate-cash-change-workflow.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/sales-report/workflows/delete-sales-target.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/employee/workflows/update-employee.ts,1,1,1,8,2,2
posx-mokobara-backend,src/workflows/employee/workflows/resend-invite.ts,1,1,1,8,2,2
posx-mokobara-backend,src/workflows/employee/workflows/delete-employee.ts,1,1,1,8,2,2
posx-mokobara-backend,src/workflows/employee/workflows/create-employee.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/pos-inventory/workflows/generate-inventory-export-csv.ts,2,1,2,31,1,2
posx-mokobara-backend,src/workflows/campaign-coupon/workflows/delete-campaign-coupon.ts,1,1,1,8,2,2
posx-mokobara-backend,src/workflows/system-config/workflows/delete-system-config.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/system-config/workflows/update-system-config.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/system-config/workflows/create-system-config.ts,1,1,1,4,2,2
posx-mokobara-backend,src/workflows/featured-collections/steps/get-all-featured-collections-step.ts,2,2,1,29,1,2
posx-mokobara-backend,src/lib/helpers/get-financial-year.ts,2,2,1,16,1,2
posx-mokobara-backend,src/lib/helpers/email-marketing-consent.ts,2,2,1,11,1,2
posx-mokobara-backend,src/lib/helpers/get-collection-posx-enabled.ts,2,2,1,31,1,2
posx-mokobara-backend,src/lib/helpers/get-s3-file-path-for-order.ts,2,1,2,8,1,2
posx-mokobara-backend,src/lib/api-response.ts,2,1,2,14,1,2
posx-mokobara-backend,src/api/admin/custom/route.ts,1,1,1,6,2,2
posx-mokobara-backend,src/api/health-check/route.ts,1,1,1,3,2,2
posx-mokobara-backend,src/modules/quotation/migrations/Migration20251105071500.ts,2,1,2,20,1,2
posx-mokobara-backend,src/modules/quotation/models/quotation.ts,1,1,1,3,2,2
posx-mokobara-backend,src/modules/quotation/models/quotation_product.ts,1,1,1,3,2,2
posx-mokobara-backend,src/modules/rbac/migrations/Migration20260602111223.ts,2,1,2,20,1,2
posx-mokobara-backend,src/modules/shopify-collection/migrations/Migration20251105063137.ts,2,1,2,9,1,2
posx-mokobara-backend,src/modules/pincode/migrations/Migration20251105062336.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20260320000000.ts,2,1,2,32,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20251208025018.ts,2,1,2,9,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20251208120642.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20260817000001.ts,2,1,2,23,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20260512000001.ts,2,1,2,12,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20260218160000.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20260316000000.ts,2,1,2,28,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20260218115941.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20251208111801.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/store-inventory/migrations/Migration20260625000001.ts,2,1,2,16,1,2
posx-mokobara-backend,src/modules/freebie/migrations/Migration20251105062121.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/employee-performance/migrations/Migration20260413080213.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/storepro/migrations/Migration20251124085205.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/storepro/migrations/Migration20251208072322.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/storepro/migrations/Migration20260716120000.ts,2,1,2,42,1,2
posx-mokobara-backend,src/modules/storepro/migrations/Migration20251204082525.ts,2,1,2,8,1,2
posx-mokobara-backend,src/modules/storepro/migrations/Migration20251203163642.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/storepro/migrations/Migration20251124101548.ts,2,1,2,10,1,2
posx-mokobara-backend,src/modules/storepro/migrations/Migration20260716110000.ts,2,1,2,12,1,2
posx-mokobara-backend,src/modules/storepro/migrations/Migration20251205055404.ts,2,1,2,18,1,2
posx-mokobara-backend,src/modules/footfall/migrations/Migration20260413080153.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/footfall/migrations/Migration20251105062026.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/credit-note/migrations/Migration20260420040000.ts,2,1,2,12,1,2
posx-mokobara-backend,src/modules/credit-note/migrations/Migration20260307000000.ts,2,1,2,13,1,2
posx-mokobara-backend,src/modules/store-details/migrations/Migration20260320200000.ts,2,1,2,10,1,2
posx-mokobara-backend,src/modules/store-details/migrations/Migration20260213181955.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/store-details/migrations/Migration20260420000000.ts,2,1,2,10,1,2
posx-mokobara-backend,src/modules/store-details/migrations/Migration20260421181221.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/store-details/migrations/Migration20260729130000.ts,2,1,2,12,1,2
posx-mokobara-backend,src/modules/store-details/migrations/Migration20251204063528.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/store-details/migrations/Migration20251105061712.ts,2,1,2,9,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251118120711.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251201114220.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251201084343.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251118115656.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251208102910.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251128100053.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251120112809.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251118112744.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251118110832.ts,2,1,2,13,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251118112302.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251120094357.ts,2,1,2,12,1,2
posx-mokobara-backend,src/modules/custom-cart/migrations/Migration20251119111750.ts,2,1,2,8,1,2
posx-mokobara-backend,src/modules/store-coupon/migrations/Migration20251118055737.ts,2,1,2,19,1,2
posx-mokobara-backend,src/modules/global-config/migrations/Migration20251105052234.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/global-config/service.ts,2,1,2,10,1,2
posx-mokobara-backend,src/modules/cms/migrations/Migration20251105062226.ts,2,1,2,10,1,2
posx-mokobara-backend,src/modules/gift-voucher/migrations/Migration20260829000000.ts,2,1,2,12,1,2
posx-mokobara-backend,src/modules/discount-approval/migrations/Migration20260706120000.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/shopify-product/migrations/Migration20251105063035.ts,2,1,2,12,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260402000000.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260408000000.ts,2,1,2,8,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260413080144.ts,2,1,2,10,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20251208091315.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260423194930.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260221100000.ts,2,1,2,8,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20251204075454.ts,2,1,2,41,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260804000001.ts,2,1,2,22,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260718000001.ts,2,1,2,10,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20251208111047.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260411060101.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/order-detail/migrations/Migration20260514000001.ts,2,1,2,42,1,2
posx-mokobara-backend,src/modules/order-detail/models/order-product-return-log.ts,1,1,1,3,2,2
posx-mokobara-backend,src/modules/sales-report/migrations/Migration20260413080204.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/employee/migrations/Migration20251105061903.ts,2,1,2,11,1,2
posx-mokobara-backend,src/modules/employee/migrations/Migration20260421181203.ts,2,1,2,16,1,2
posx-mokobara-backend,src/modules/employee/migrations/Migration20260527000000.ts,2,1,2,20,1,2
posx-mokobara-backend,src/modules/pos-inventory/migrations/Migration20251105065719.ts,2,1,2,16,1,2
posx-mokobara-backend,src/modules/pos-inventory/service.ts,2,2,1,28,1,2
posx-mokobara-backend,src/modules/combo/models/combo.ts,1,1,1,3,2,2
posx-mokobara-backend,src/modules/combo/models/combo-associated-stores.ts,1,1,1,3,2,2
posx-mokobara-backend,src/modules/campaign-coupon/migrations/Migration20251105062910.ts,2,1,2,19,1,2
posx-mokobara-backend,src/modules/system-config/migrations/Migration20251105061505.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/payment-details/migrations/Migration20260320100000.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/payment-details/migrations/Migration20251204094628.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/analytics/migrations/Migration20251105062620.ts,2,1,2,7,1,2
posx-mokobara-backend,src/modules/analytics/service.ts,2,2,1,9,1,2
posx-mokobara-backend,src/modules/inventory-event-log/migrations/Migration20251208101910.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/inventory-event-log/migrations/Migration20251205093725.ts,2,1,2,11,1,2
posx-mokobara-backend,src/modules/inventory-event-log/migrations/Migration20260402000001.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/inventory-event-log/migrations/Migration20251208065228.ts,2,1,2,6,1,2
posx-mokobara-backend,src/modules/inventory-event-log/migrations/Migration20260317000000.ts,2,1,2,6,1,2
posx-mokobara-clearance-backend,src/types/validators/shopify-customer.ts,2,2,1,3,1,2
posx-mokobara-clearance-backend,src/types/validators/stock-adjustment.ts,2,2,1,4,1,2
posx-mokobara-clearance-backend,src/workflows/shopify-collection/steps/create-shopify-collection.ts,2,2,1,35,1,2
posx-mokobara-clearance-backend,src/workflows/footfall/workflows/export-footfall-workflow.ts,2,1,2,33,1,2
posx-mokobara-clearance-backend,src/workflows/footfall/steps/check-for-footfall-existence-step.ts,2,2,1,29,1,2
posx-mokobara-clearance-backend,src/workflows/exports/workflows/export-order-details-workflow.ts,2,1,2,28,1,2
posx-mokobara-clearance-backend,src/workflows/exports/workflows/export-credit-note-workflow.ts,2,1,2,23,1,2
posx-mokobara-clearance-backend,src/workflows/exports/workflows/export-payment-report-workflow.ts,2,1,2,23,1,2
posx-mokobara-clearance-backend,src/workflows/exports/workflows/export-stock-adjustment-workflow.ts,2,1,2,23,1,2
posx-mokobara-clearance-backend,src/workflows/exports/workflows/export-inventory-snapshot-workflow.ts,2,1,2,23,1,2
posx-mokobara-clearance-backend,src/workflows/exports/workflows/export-inventory-logs-workflow.ts,2,1,2,23,1,2
posx-mokobara-clearance-backend,src/workflows/exports/steps/send-export-email-step.ts,1,1,1,10,2,2
posx-mokobara-clearance-backend,src/workflows/global-config/steps/delete-global-config-step.ts,2,1,2,11,1,2
posx-mokobara-clearance-backend,src/workflows/cart/steps/persist-revalidated-cart-step.ts,2,2,1,13,1,2
posx-mokobara-clearance-backend,src/workflows/shopify-product/steps/update-shopify-product-step.ts,2,2,1,19,1,2
posx-mokobara-clearance-backend,src/workflows/order-detail/steps/check-if-item-codes-is-sold.ts,1,1,1,3,2,2
posx-mokobara-clearance-backend,src/workflows/pos-inventory/workflows/generate-inventory-export-csv.ts,2,1,2,31,1,2
posx-mokobara-clearance-backend,src/workflows/pos-inventory/steps/create-item-codes-step.ts,2,1,2,20,1,2
posx-mokobara-clearance-backend,src/workflows/helper/steps/logger-step.ts,1,1,1,2,2,2
posx-mokobara-clearance-backend,src/workflows/system-config/steps/delete-system-config-step.ts,2,1,2,11,1,2
posx-mokobara-clearance-backend,src/lib/shopify/webhook-validator.ts,2,2,1,14,1,2
posx-mokobara-clearance-backend,src/lib/helpers/get-financial-year.ts,2,2,1,16,1,2
posx-mokobara-clearance-backend,src/lib/helpers/email-marketing-consent.ts,2,2,1,11,1,2
posx-mokobara-clearance-backend,src/lib/helpers/get-gst-info-by-hsn.ts,2,2,1,16,1,2
posx-mokobara-clearance-backend,src/lib/helpers/get-s3-file-path-for-order.ts,2,1,2,8,1,2
posx-mokobara-clearance-backend,src/lib/date-utils.ts,2,1,2,4,1,2
posx-mokobara-clearance-backend,src/lib/api-response.ts,2,1,2,14,1,2
posx-mokobara-clearance-backend,src/api/datachannel/footfall/route.ts,2,2,1,30,1,2
posx-mokobara-clearance-backend,src/api/admin/footfall/export/route.ts,2,2,1,33,1,2
posx-mokobara-clearance-backend,src/api/admin/credit-note/report/route.ts,2,2,1,24,1,2
posx-mokobara-clearance-backend,src/api/admin/credit-note/export/route.ts,2,2,1,37,1,2
posx-mokobara-clearance-backend,src/api/admin/credit-note/route.ts,2,2,1,47,1,2
posx-mokobara-clearance-backend,src/api/admin/upload-s3/route.ts,2,2,1,16,1,2
posx-mokobara-clearance-backend,src/api/admin/cart/[id]/revalidate/route.ts,2,2,1,20,1,2
posx-mokobara-clearance-backend,src/api/admin/order-detail/report/route.ts,2,2,1,25,1,2
posx-mokobara-clearance-backend,src/api/admin/order-detail/[id]/receipt/route.ts,2,2,1,14,1,2
posx-mokobara-clearance-backend,src/api/admin/order-detail/[id]/invoice/route.ts,2,2,1,20,1,2
posx-mokobara-clearance-backend,src/api/admin/order-detail/payment-report/export/route.ts,2,2,1,37,1,2
posx-mokobara-clearance-backend,src/api/admin/order-detail/payment-report/route.ts,2,2,1,26,1,2
posx-mokobara-clearance-backend,src/modules/shopify-collection/migrations/Migration20260428180050.ts,2,1,2,9,1,2
posx-mokobara-clearance-backend,src/modules/pincode/migrations/Migration20260428180027.ts,2,1,2,7,1,2
posx-mokobara-clearance-backend,src/modules/store-inventory/migrations/Migration20260428180105.ts,2,1,2,26,1,2
posx-mokobara-clearance-backend,src/modules/footfall/migrations/Migration20260428175951.ts,2,1,2,8,1,2
posx-mokobara-clearance-backend,src/modules/credit-note/migrations/Migration20260428175942.ts,2,1,2,13,1,2
posx-mokobara-clearance-backend,src/modules/store-details/migrations/Migration20260428180157.ts,2,1,2,9,1,2
posx-mokobara-clearance-backend,src/modules/custom-cart/migrations/Migration20260428180142.ts,2,1,2,13,1,2
posx-mokobara-clearance-backend,src/modules/custom-cart/models/cart-product.ts,1,1,1,3,2,2
posx-mokobara-clearance-backend,src/modules/custom-cart/models/cart.ts,1,1,1,3,2,2
posx-mokobara-clearance-backend,src/modules/global-config/migrations/Migration20260428175958.ts,2,1,2,7,1,2
posx-mokobara-clearance-backend,src/modules/global-config/service.ts,2,1,2,10,1,2
posx-mokobara-clearance-backend,src/modules/cms/migrations/Migration20260428175933.ts,2,1,2,7,1,2
posx-mokobara-clearance-backend,src/modules/shopify-product/migrations/Migration20260428180057.ts,2,1,2,12,1,2
posx-mokobara-clearance-backend,src/modules/sales-report/migrations/Migration20260428180043.ts,2,1,2,8,1,2
posx-mokobara-clearance-backend,src/modules/employee/migrations/Migration20260428180203.ts,2,1,2,11,1,2
posx-mokobara-clearance-backend,src/modules/pos-inventory/migrations/Migration20260428180035.ts,2,1,2,16,1,2
posx-mokobara-clearance-backend,src/modules/pos-inventory/service.ts,2,2,1,28,1,2
posx-mokobara-clearance-backend,src/modules/system-config/migrations/Migration20260428180113.ts,2,1,2,7,1,2
posx-mokobara-clearance-backend,src/modules/payment-details/migrations/Migration20260428180019.ts,2,1,2,7,1,2
posx-mokobara-clearance-backend,src/modules/inventory-event-log/migrations/Migration20260428180010.ts,2,1,2,11,1,2
posx-mokobara-store,src/providers/index.tsx,1,1,1,12,2,2
posx-mokobara-store,src/providers/side-effect.tsx,2,1,2,12,1,2
posx-mokobara-store,src/providers/redux-provider.tsx,2,2,1,15,1,2
posx-mokobara-store,src/libs/invoice.ts,2,2,1,4,1,2
posx-mokobara-store,src/components/app/order/steps/payment-details/bank-transfer-form/schema.ts,2,1,2,4,1,2
posx-mokobara-store,src/components/app/order/steps/payment-details/manual-form/schema.ts,2,1,2,4,1,2
posx-mokobara-store,src/components/app/product/ProductFeatureSection.tsx,2,1,2,41,1,2
posx-mokobara-store,src/components/app/orders/orders-sort.tsx,1,1,1,6,2,2
posx-mokobara-store,src/components/app/customer/credit-balance-card/index.tsx,2,1,2,90,1,2
posx-mokobara-store,src/components/app/employees/employees-filter.tsx,1,1,1,10,2,2
posx-mokobara-store,src/components/shimmers/chip-shimmer-component.tsx,2,1,2,25,1,2
posx-mokobara-store,src/components/primitives/radio-group.tsx,2,1,2,31,1,2
posx-mokobara-store,src/components/layouts/app/container.tsx,2,2,1,18,1,2
posx-mokobara-store,src/components/page-size-selector.tsx,1,1,1,6,2,2
posx-mokobara-store,src/components/image-viewer.tsx,2,1,2,23,1,2
posx-mokobara-store,src/pages/reports/order-report-content.tsx,2,1,2,14,1,2
posx-mokobara-store,src/pages/not-found.tsx,1,1,1,15,2,2
posx-ugaoo-admin,src/providers/theme-provider/theme-context.tsx,2,1,2,3,1,2
posx-ugaoo-admin,src/providers/theme-provider/use-theme.tsx,2,2,1,7,1,2
posx-ugaoo-admin,src/providers/search-provider/use-search.tsx,2,2,1,7,1,2
posx-ugaoo-admin,src/providers/sidebar-provider/use-sidebar.tsx,2,2,1,7,1,2
posx-ugaoo-admin,src/extensions/dashboard-extension-provider/use-dashboard-extension.tsx,2,2,1,9,1,2
posx-ugaoo-admin,src/components/forms/email-form/email-form.tsx,2,1,2,27,1,2
posx-ugaoo-admin,src/components/modals/route-modal-provider/use-route-modal.tsx,2,2,1,7,1,2
posx-ugaoo-admin,src/components/modals/stacked-modal-provider/use-stacked-modal.ts,2,2,1,9,1,2
posx-ugaoo-admin,src/components/utilities/generic-forward-ref/generic-forward-ref.tsx,2,1,2,5,1,2
posx-ugaoo-admin,src/components/utilities/i18n/i18n.tsx,2,2,1,15,1,2
posx-ugaoo-admin,src/components/common/thumbnail/thumbnail.tsx,2,2,1,23,1,2
posx-ugaoo-admin,src/components/common/conditional-tooltip/conditional-tooltip.tsx,2,2,1,9,1,2
posx-ugaoo-admin,src/components/common/logo-box/logo-box.tsx,2,2,1,63,1,2
posx-ugaoo-admin,src/components/common/display-id/display-id.tsx,2,1,2,16,1,2
posx-ugaoo-admin,src/components/table/table-cells/order/payment-status-cell/payment-status-cell.tsx,2,1,2,13,1,2
posx-ugaoo-admin,src/components/table/table-cells/common/code-cell/code-cell.tsx,2,1,2,16,1,2
posx-ugaoo-admin,src/components/table/table-cells/region/region-cell/region-cell.tsx,2,1,2,15,1,2
posx-ugaoo-admin,src/components/table/data-table/data-table-filter/context.tsx,2,2,1,9,1,2
posx-ugaoo-admin,src/components/data-grid/context/data-grid-context.tsx,1,1,1,3,2,2
posx-ugaoo-admin,src/components/data-grid/context/use-data-grid-context.tsx,2,2,1,9,1,2
posx-ugaoo-admin,src/components/data-grid/components/data-grid-duplicate-cell.tsx,2,2,1,13,1,2
posx-ugaoo-admin,src/components/data-table/helpers/sales-channels/use-sales-channel-table-empty-state.tsx,2,1,2,17,1,2
posx-ugaoo-admin,src/components/data-table/helpers/sales-channels/use-sales-channel-table-filters.tsx,2,1,2,25,1,2
posx-ugaoo-admin,src/hooks/table/filters/use-shipping-option-table-filters.tsx,2,1,2,32,1,2
posx-ugaoo-admin,src/hooks/table/filters/use-customer-group-table-filters.tsx,2,1,2,15,1,2
posx-ugaoo-admin,src/hooks/table/filters/use-tax-rate-table-filters.tsx,2,1,2,14,1,2
posx-ugaoo-admin,src/hooks/table/filters/use-region-table-filters.tsx,2,1,2,14,1,2
posx-ugaoo-admin,src/hooks/table/filters/use-date-table-filters.tsx,2,1,2,13,1,2
posx-ugaoo-admin,src/hooks/table/filters/use-inventory-movement-table-filters.tsx,2,1,2,62,1,2
posx-ugaoo-admin,src/hooks/table/query/use-fulfillment-providers-table-query.tsx,2,2,1,20,1,2
posx-ugaoo-admin,src/lib/cast-number.ts,2,2,1,3,1,2
posx-ugaoo-admin,src/lib/schemas.ts,2,2,1,9,1,2
posx-ugaoo-admin,src/routes/home/home.tsx,2,1,2,8,1,2
posx-ugaoo-admin,src/routes/products/product-media/components/product-media-view/use-product-media-view.tsx,2,2,1,9,1,2
posx-ugaoo-admin,src/routes/products/product-detail/components/product-shipping-profile-section/product-shipping-profile-section.tsx,2,2,1,22,1,2
posx-ugaoo-admin,src/routes/products/product-detail/components/product-attribute-section/product-attribute-section.tsx,2,1,2,20,1,2
posx-ugaoo-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-general-section/product-create-general-section.tsx,2,1,2,79,1,2
posx-ugaoo-admin,src/routes/products/product-create/components/product-create-details-form/product-create-details-form.tsx,2,1,2,21,1,2
posx-ugaoo-admin,src/routes/products/product-create/components/product-create-organize-form/components/product-create-organize-attribute-section/product-create-details-attribute-section.tsx,2,1,2,142,1,2
posx-ugaoo-admin,src/routes/products/product-import/components/import-summary.tsx,2,1,2,40,1,2
posx-ugaoo-admin,src/routes/price-lists/price-list-create/price-list-create.tsx,2,2,1,9,1,2
posx-ugaoo-admin,src/routes/no-match/no-match.tsx,1,1,1,25,2,2
posx-ugaoo-admin,src/routes/store-details/store-details-create/components/tax-create-form/tax-create-form.tsx,1,1,1,36,2,2
posx-ugaoo-admin,src/routes/global-config/global-config-create/global-config-create.tsx,2,1,2,21,1,2
posx-ugaoo-admin,src/routes/global-config/global-config-detail/breadcrumb.tsx,2,2,1,10,1,2
posx-ugaoo-admin,src/routes/promotions/common/edit-rules/components/edit-rules-wrapper/utils.ts,2,2,1,6,1,2
posx-ugaoo-admin,src/routes/locations/common/components/shipping-option-price-provider/use-shipping-option-price.tsx,2,2,1,9,1,2
posx-ugaoo-admin,src/routes/gst-info/gst-info-import/helpers/import-template.ts,1,1,1,3,2,2
posx-ugaoo-admin,src/routes/store-coupons/coupon-detail/components/basic-info-section.tsx,2,2,1,43,1,2
posx-ugaoo-admin,src/routes/shipping-profiles/shipping-profiles-list/components/shipping-profile-list-table/use-shipping-profile-table-filters.tsx,2,1,2,25,1,2
posx-ugaoo-admin,src/routes/orders/common/placeholders.tsx,2,1,2,34,1,2
posx-ugaoo-admin,src/routes/orders/order-detail/components/order-customer-section/order-customer-section.tsx,2,1,2,53,1,2
posx-ugaoo-admin,src/routes/orders/order-detail/components/order-activity-section/order-activity-section.tsx,1,1,1,11,2,2
posx-ugaoo-admin,src/routes/pos-inventory/inventory-list/components/import-pos-inventory-button.tsx,2,1,2,13,1,2
posx-ugaoo-admin,src/routes/categories/category-detail/components/category-general-section/category-general-section.tsx,2,2,1,58,1,2
posx-ugaoo-admin,src/routes/tax-regions/tax-region-detail/components/tax-region-override-section/tax-region-override-section.tsx,2,2,1,45,1,2
posx-ugaoo-admin,src/routes/tax-regions/common/components/target-item/target-item.tsx,2,1,2,17,1,2
posx-ugaoo-admin,src/routes/tax-regions/common/utils.ts,2,1,2,9,1,2
posx-ugaoo-admin,src/routes/tax-regions/tax-region-province-detail/components/tax-region-province-override-section/tax-region-province-override-section.tsx,2,2,1,45,1,2
posx-ugaoo-admin,src/routes/tax-regions/tax-region-list/components/tax-region-list-view/tax-region-list-view.tsx,2,2,1,42,1,2
posx-ugaoo-admin,src/routes/bundles/bundle-import/components/import-summary.tsx,2,1,2,40,1,2
posx-ugaoo-admin,src/routes/employees/employee-edit/employee-edit.tsx,2,2,1,11,1,2
posx-ugaoo-admin,src/routes/employees/employee-create/employee-create.tsx,2,1,2,21,1,2
posx-ugaoo-backend,src/workflows/shopify-collection/steps/create-shopify-collection.ts,1,1,1,26,2,2
posx-ugaoo-backend,src/workflows/unicommerce/workflows/get-product-from-item-code.ts,2,2,1,8,1,2
posx-ugaoo-backend,src/workflows/unicommerce/steps/discard-gatepass-step.ts,2,2,1,20,1,2
posx-ugaoo-backend,src/workflows/footfall/workflows/export-footfall-workflow.ts,2,1,2,33,1,2
posx-ugaoo-backend,src/workflows/footfall/steps/check-for-footfall-existence-step.ts,2,2,1,29,1,2
posx-ugaoo-backend,src/workflows/shopify-customer/workflows/update-customer-address.ts,2,2,1,29,1,2
posx-ugaoo-backend,src/workflows/exports/workflows/export-coupon-workflow.ts,2,1,2,34,1,2
posx-ugaoo-backend,src/workflows/exports/workflows/export-mop-report-workflow.ts,2,1,2,24,1,2
posx-ugaoo-backend,src/workflows/store-coupon/steps/update-store-coupon-usage-count-step.ts,2,2,1,17,1,2
posx-ugaoo-backend,src/workflows/global-config/steps/delete-global-config-step.ts,2,1,2,11,1,2
posx-ugaoo-backend,src/workflows/cms/workflows/day-start.ts,1,1,1,10,2,2
posx-ugaoo-backend,src/workflows/cms/workflows/day-end.ts,1,1,1,10,2,2
posx-ugaoo-backend,src/workflows/cms/steps/check-petty-cash-session-step.ts,2,2,1,13,1,2
posx-ugaoo-backend,src/workflows/cart/workflows/apply-custom-discount.ts,1,1,1,12,2,2
posx-ugaoo-backend,src/workflows/shopify-product/steps/update-shopify-product-step.ts,2,2,1,19,1,2
posx-ugaoo-backend,src/workflows/grn/workflows/process-grn-scan-workflow.ts,1,1,1,7,2,2
posx-ugaoo-backend,src/workflows/grn/workflows/bulk-scan-grn-workflow.ts,1,1,1,7,2,2
posx-ugaoo-backend,src/workflows/grn/steps/reset-grn-scanning-step.ts,2,1,2,25,1,2
posx-ugaoo-backend,src/workflows/order-detail/workflows/cancel-order-workflow.ts,1,1,1,4,2,2
posx-ugaoo-backend,src/workflows/order-detail/workflows/generate-store-wise-report.ts,1,1,1,4,2,2
posx-ugaoo-backend,src/workflows/order-detail/workflows/update-order-details.ts,1,1,1,4,2,2
posx-ugaoo-backend,src/workflows/pos-inventory/workflows/import-inventory-workflow.ts,1,1,1,30,2,2
posx-ugaoo-backend,src/workflows/pos-inventory/workflows/confirm-inventory-import-workflow.ts,2,1,2,15,1,2
posx-ugaoo-backend,src/workflows/pos-inventory/workflows/generate-inventory-export-csv.ts,2,1,2,31,1,2
posx-ugaoo-backend,src/workflows/system-config/workflows/generate-code.ts,1,1,1,4,2,2
posx-ugaoo-backend,src/workflows/system-config/steps/delete-system-config-step.ts,2,1,2,11,1,2
posx-ugaoo-backend,src/workflows/featured-collections/steps/get-all-featured-collections-step.ts,2,2,1,29,1,2
posx-ugaoo-backend,src/lib/helpers/get-financial-year.ts,2,2,1,16,1,2
posx-ugaoo-backend,src/lib/helpers/email-marketing-consent.ts,2,2,1,11,1,2
posx-ugaoo-backend,src/lib/helpers/get-s3-file-path-for-order.ts,2,1,2,8,1,2
posx-ugaoo-backend,src/lib/api-response.ts,1,1,1,3,2,2
posx-ugaoo-backend,src/api/admin/footfall/export/route.ts,2,2,1,39,1,2
posx-ugaoo-backend,src/api/admin/credit-note/route.ts,2,2,1,47,1,2
