repo,file,total_ccn,max_ccn,function_count,total_nloc,n_revs,hotspot_score
posx-ugaoo-backend,src/workflows/pos-inventory/steps/generate-inventory-export-csv-step.ts,21,17,2,43,3,63
posx-ugaoo-backend,src/workflows/stn/steps/validate-stn-import-rows-step.ts,21,20,2,107,3,63
posx-ugaoo-backend,src/workflows/stn/steps/submit-stn-step.ts,21,20,2,128,3,63
posx-ugaoo-store,src/components/app/order/order-details.tsx,21,11,7,49,3,63
posx-ugaoo-store,src/components/app/common/gst-breakdown.tsx,21,19,2,30,3,63
posx-ugaoo-store,src/pages/orders/details/_layout.tsx,21,12,6,57,3,63
posx-comet-admin,src/hooks/api/invites.tsx,31,3,16,120,2,62
posx-comet-admin,src/routes/cms/cms-list/components/use-cms-table-query.tsx,31,15,7,196,2,62
posx-comet-admin,src/routes/store/store-detail/components/store-currency-section/store-currencies-section.tsx/store-currency-section.tsx,62,17,30,350,1,62
posx-demo-admin,src/routes/store/store-detail/components/store-currency-section/store-currencies-section.tsx/store-currency-section.tsx,62,17,30,350,1,62
posx-eume-admin,src/hooks/api/order-details.tsx,31,10,12,142,2,62
posx-eume-admin,src/routes/store/store-detail/components/store-currency-section/store-currencies-section.tsx/store-currency-section.tsx,62,17,30,350,1,62
posx-frido-admin,src/routes/cms/cms-list/components/use-cms-table-query.tsx,31,15,6,186,2,62
posx-frido-admin,src/routes/store/store-detail/components/store-currency-section/store-currencies-section.tsx/store-currency-section.tsx,62,17,30,350,1,62
posx-frido-b2b-admin,src/hooks/api/invites.tsx,31,3,16,121,2,62
posx-frido-b2b-admin,src/routes/store/store-detail/components/store-currency-section/store-currencies-section.tsx/store-currency-section.tsx,62,17,30,350,1,62
posx-frido-b2b-store,src/components/app/product/online-campaign-coupon/index.tsx,62,12,20,248,1,62
posx-frido-mobility-admin,src/routes/store/store-detail/components/store-currency-section/store-currencies-section.tsx/store-currency-section.tsx,62,17,30,350,1,62
posx-frido-mobility-store,src/components/app/product/online-campaign-coupon/index.tsx,62,12,20,248,1,62
posx-frido-mobility-store,src/pages/customer/orders/details.tsx,31,21,9,144,2,62
posx-mokobara-admin,src/hooks/api/invites.tsx,31,3,16,121,2,62
posx-mokobara-admin,src/routes/cash-drawer/cash-drawer-list/cash-drawer-list.tsx,62,22,15,256,1,62
posx-mokobara-admin,src/routes/store/store-detail/components/store-currency-section/store-currencies-section.tsx/store-currency-section.tsx,62,17,30,350,1,62
posx-ugaoo-admin,src/components/common/employee-select-popover/employee-select-popover.tsx,31,4,14,107,2,62
posx-ugaoo-admin,src/components/data-grid/hooks/use-data-grid-error-highlighting.tsx,31,7,16,102,2,62
posx-ugaoo-admin,src/hooks/api/invites.tsx,31,3,16,121,2,62
posx-ugaoo-admin,src/routes/store/store-detail/components/store-currency-section/store-currencies-section.tsx/store-currency-section.tsx,62,17,30,350,1,62
posx-ugaoo-backend,src/api/admin/stn/route.ts,31,20,2,69,2,62
posx-ugaoo-store,src/components/app/inventory/sku-request/bulk-sku-input.tsx,31,17,8,153,2,62
posx-comet-admin,src/hooks/api/promotions.tsx,61,4,31,246,1,61
posx-demo-admin,src/hooks/api/promotions.tsx,61,4,31,246,1,61
posx-eume-admin,src/hooks/api/promotions.tsx,61,4,31,246,1,61
posx-frido-admin,src/hooks/api/promotions.tsx,61,4,31,246,1,61
posx-frido-b2b-admin,src/hooks/api/promotions.tsx,61,4,31,246,1,61
posx-frido-b2b-store,src/store/middlewares/cart.middleware.ts,61,3,41,309,1,61
posx-frido-mobility-admin,src/hooks/api/promotions.tsx,61,4,31,246,1,61
posx-mokobara-admin,src/hooks/api/promotions.tsx,61,4,31,246,1,61
posx-comet-admin,src/routes/price-lists/price-list-prices-edit/components/price-list-prices-edit-form/price-list-prices-edit-form.tsx,60,19,16,250,1,60
posx-comet-admin,src/routes/permissions/permission-detail/components/permission-general-section/permission-general-section.tsx,20,14,3,150,3,60
posx-comet-admin,src/routes/campaign-coupons/coupon-create/components/discount-configuration-form/discount-configuration-form.tsx,20,3,7,116,3,60
posx-comet-backend,src/workflows/order-return-and-exchange/workflows/exchange-order-payment.ts,5,1,5,51,12,60
posx-comet-backend,src/workflows/order-return-and-exchange/steps/check-order-returnable-step.ts,4,4,1,63,15,60
posx-comet-backend,src/workflows/cart/steps/remove-item-from-shopify-cart-step.ts,4,3,2,44,15,60
posx-comet-backend,src/workflows/payment-detail/steps/cancel-refund-payment-step.ts,12,12,1,81,5,60
posx-comet-backend,src/api/admin/rbac/permissions/route.ts,20,13,2,95,3,60
posx-comet-backend,src/api/admin/pos-inventory/item/route.ts,15,15,1,68,4,60
posx-comet-backend,src/jobs/daily-order-errors-report.ts,12,4,5,117,5,60
posx-comet-store,src/hooks/useTransactionActionVisibility.ts,15,14,2,43,4,60
posx-comet-store,src/pages/gift-card/top-up/split-payment.tsx,12,5,5,54,5,60
posx-demo-admin,src/routes/price-lists/price-list-prices-edit/components/price-list-prices-edit-form/price-list-prices-edit-form.tsx,60,19,16,250,1,60
posx-demo-admin,src/routes/employees/employee-list/components/use-employee-table-query.tsx,60,29,8,335,1,60
posx-demo-backend,src/workflows/product/steps/get-product-with-metadata-step.ts,60,6,30,274,1,60
posx-demo-store,src/components/app/home/cart-card.tsx,30,6,15,85,2,60
posx-eume-admin,src/routes/price-lists/price-list-prices-edit/components/price-list-prices-edit-form/price-list-prices-edit-form.tsx,60,19,16,250,1,60
posx-eume-admin,src/routes/employees/employee-list/components/use-employee-table-query.tsx,60,29,8,335,1,60
posx-eume-backend,src/workflows/order-detail/steps/validate-order-products-step.ts,12,8,4,90,5,60
posx-eume-backend,src/lib/helpers/get-order-product-discount-amount.ts,15,13,3,64,4,60
posx-eume-backend,src/subscribers/create-io-on-cash-and-carry.ts,15,12,3,96,4,60
posx-eume-store,src/components/app/order/steps/payment-details/snapmint-form/index.tsx,30,15,9,141,2,60
posx-eume-store,src/components/app/online-orders/payments/razorpay-pos-form/index.tsx,20,6,9,123,3,60
posx-frido-admin,src/hooks/api/cms.tsx,20,10,7,72,3,60
posx-frido-admin,src/routes/price-lists/price-list-prices-edit/components/price-list-prices-edit-form/price-list-prices-edit-form.tsx,60,19,16,250,1,60
posx-frido-admin,src/routes/employees/employee-list/components/use-employee-table-query.tsx,60,29,8,335,1,60
posx-frido-admin,src/routes/employees/employee-create/components/employee-create-form/employee-create-form.tsx,6,3,4,63,10,60
posx-frido-b2b-admin,src/routes/price-lists/price-list-prices-edit/components/price-list-prices-edit-form/price-list-prices-edit-form.tsx,60,19,16,250,1,60
posx-frido-b2b-backend,src/workflows/shopify-product/steps/verify-products-and-variants-step.ts,15,13,3,67,4,60
posx-frido-b2b-store,src/components/app/order/steps/payment-details/index.tsx,30,9,11,151,2,60
posx-frido-b2b-store,src/components/primitives/badge.tsx,30,9,5,184,2,60
posx-frido-b2b-store,src/store/reducers/customer.reducer.ts,30,8,17,97,2,60
posx-frido-backend,src/workflows/online-cart/steps/check-variant-is-available.ts,10,7,3,47,6,60
posx-frido-backend,src/workflows/feedback/steps/create-feedback-response-step.ts,12,10,2,33,5,60
posx-frido-backend,src/workflows/cart/workflows/add-to-retail-cart.ts,10,2,7,23,6,60
posx-frido-backend,src/lib/helpers/limechat-integration.ts,12,11,2,59,5,60
posx-frido-backend,src/api/admin/petty-cash/requests/route.ts,10,6,2,99,6,60
posx-frido-backend,src/api/admin/employee/route.ts,15,5,5,78,4,60
posx-frido-backend,src/api/direct-razorpay/callback/route.ts,10,8,2,88,6,60
posx-frido-mobility-admin,src/routes/price-lists/price-list-prices-edit/components/price-list-prices-edit-form/price-list-prices-edit-form.tsx,60,19,16,250,1,60
posx-frido-mobility-admin,src/routes/employees/employee-list/components/use-employee-table-query.tsx,60,29,8,335,1,60
posx-frido-mobility-store,src/components/app/order/order-details.tsx,20,19,2,72,3,60
posx-frido-mobility-store,src/components/app/home/employee-selector.tsx,30,6,13,98,2,60
posx-frido-store,src/components/app/order/steps/payment-details/district-by-zomato-form/index.tsx,60,21,15,295,1,60
posx-frido-store,src/components/app/payments/shared/amazon-pay-qr-dialog.tsx,15,2,12,39,4,60
posx-frido-store,src/components/app/online-orders/payments/district-by-zomato-form/index.tsx,60,21,15,295,1,60
posx-frido-store,src/pages/customer/quotations/index.tsx,15,4,11,97,4,60
posx-frido-store,src/store/apis/feedback.request.ts,20,3,10,79,3,60
posx-mokobara-admin,src/routes/price-lists/price-list-prices-edit/components/price-list-prices-edit-form/price-list-prices-edit-form.tsx,60,19,16,250,1,60
posx-mokobara-admin,src/routes/product-variants/product-variant-detail/components/variant-options-detail-section/variant-options-detail-section.tsx,15,11,2,68,4,60
posx-mokobara-admin,src/routes/store-details/store-details-create/components/fulfillment-capabilities-form/fulfillment-capabilities-form.tsx,12,4,4,88,5,60
posx-mokobara-backend,src/workflows/order-detail/steps/generate-and-send-file-step.ts,10,7,3,52,6,60
posx-mokobara-backend,src/workflows/pos-inventory/workflows/import-store-inventory-workflow.ts,10,3,6,37,6,60
posx-mokobara-backend,src/workflows/combo/steps/create-combo-step.ts,10,7,3,54,6,60
posx-mokobara-backend,src/api/admin/tracked-coupons/[id]/route.ts,6,6,1,33,10,60
posx-mokobara-backend,src/api/admin/inventory/event-log/store/[storeId]/route.ts,15,15,1,98,4,60
posx-mokobara-clearance-backend,src/workflows/cart/workflows/add-to-cart.ts,12,3,7,81,5,60
posx-mokobara-clearance-backend,src/workflows/employee/steps/create-employee-step.ts,20,15,2,86,3,60
posx-mokobara-clearance-backend,src/api/adsr/order-payment/route.ts,20,7,7,127,3,60
posx-mokobara-store,src/libs/order.ts,15,13,3,47,4,60
posx-mokobara-store,src/components/app/order/steps/payment-details/razorpay-form/index.tsx,15,6,7,90,4,60
posx-mokobara-store,src/components/app/inventory/inventory-card.tsx,15,15,1,65,4,60
posx-mokobara-store,src/components/app/customer/credit-transactions-table/index.tsx,20,9,8,128,3,60
posx-ugaoo-admin,src/components/inputs/assortment-combobox/use-assortment-combobox-data.tsx,20,4,10,43,3,60
posx-ugaoo-admin,src/hooks/api/audit-logs.tsx,30,15,6,74,2,60
posx-ugaoo-admin,src/routes/price-lists/price-list-prices-edit/components/price-list-prices-edit-form/price-list-prices-edit-form.tsx,60,19,16,250,1,60
posx-ugaoo-admin,src/routes/locations/common/components/shipping-option-price-cell/shipping-option-price-cell.tsx,30,6,13,194,2,60
posx-ugaoo-backend,src/workflows/store-details/steps/create-store-details-step.ts,15,13,2,103,4,60
posx-ugaoo-backend,src/workflows/cart/steps/verify-pin-step.ts,10,10,1,100,6,60
posx-ugaoo-backend,src/workflows/payment-detail/steps/resend-payment-details-step.ts,12,12,1,80,5,60
posx-ugaoo-backend,src/api/admin/products/route.ts,20,18,3,119,3,60
posx-comet-admin,src/components/layout/shell/shell.tsx,29,6,17,205,2,58
posx-comet-admin,src/routes/products/product-media/components/edit-product-media-form/edit-product-media-form.tsx,58,5,37,341,1,58
posx-demo-admin,src/routes/products/product-media/components/edit-product-media-form/edit-product-media-form.tsx,58,5,37,341,1,58
posx-demo-store,src/components/app/home/employee-selector.tsx,29,6,12,95,2,58
posx-eume-admin,src/routes/products/product-media/components/edit-product-media-form/edit-product-media-form.tsx,58,5,37,341,1,58
posx-frido-admin,src/routes/products/product-media/components/edit-product-media-form/edit-product-media-form.tsx,58,5,37,341,1,58
posx-frido-b2b-admin,src/hooks/api/order-details.tsx,29,10,10,130,2,58
posx-frido-b2b-admin,src/routes/products/product-media/components/edit-product-media-form/edit-product-media-form.tsx,58,5,37,341,1,58
posx-frido-mobility-admin,src/routes/products/product-media/components/edit-product-media-form/edit-product-media-form.tsx,58,5,37,341,1,58
posx-frido-mobility-backend,src/lib/helpers/calculate-promotional-discount-helper.ts,29,9,7,99,2,58
posx-frido-mobility-store,src/libs/order.ts,29,26,2,93,2,58
posx-frido-mobility-store,src/components/app/coupons/coupons-listing.tsx,29,8,12,108,2,58
posx-frido-store,src/components/print-button-v2.tsx,29,5,12,188,2,58
posx-mokobara-admin,src/hooks/api/set-sku-mapping.tsx,29,4,17,118,2,58
posx-mokobara-admin,src/routes/products/product-media/components/edit-product-media-form/edit-product-media-form.tsx,58,5,37,341,1,58
posx-mokobara-backend,src/workflows/exports/steps/generate-inventory-snapshot-csv-step.ts,29,27,2,52,2,58
posx-mokobara-clearance-backend,src/workflows/shopify-product/steps/update-product-variant-steps.ts,29,26,4,121,2,58
posx-ugaoo-admin,src/routes/products/product-media/components/edit-product-media-form/edit-product-media-form.tsx,58,5,37,341,1,58
posx-ugaoo-backend,tests/adsr-auth.unit.spec.ts,29,4,23,189,2,58
posx-comet-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-variant-section/product-create-details-variant-section.tsx,57,8,39,441,1,57
posx-comet-admin,src/routes/orders/order-create-return/components/add-return-items-table/add-return-items-table.tsx,57,14,12,169,1,57
posx-comet-admin,src/routes/orders/order-create-claim/components/add-claim-items-table/add-claim-items-table.tsx,57,14,12,169,1,57
posx-comet-admin,src/routes/orders/order-create-fulfillment/components/order-create-fulfillment-form/order-create-fulfillment-form.tsx,57,10,24,312,1,57
posx-comet-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-form.tsx,57,12,23,278,1,57
posx-comet-backend,src/workflows/payment-detail/steps/verify-gift-card-payments-step.ts,19,11,3,72,3,57
posx-demo-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-variant-section/product-create-details-variant-section.tsx,57,8,39,441,1,57
posx-demo-admin,src/routes/orders/order-create-return/components/add-return-items-table/add-return-items-table.tsx,57,14,12,169,1,57
posx-demo-admin,src/routes/orders/order-create-claim/components/add-claim-items-table/add-claim-items-table.tsx,57,14,12,169,1,57
posx-demo-admin,src/routes/orders/order-create-fulfillment/components/order-create-fulfillment-form/order-create-fulfillment-form.tsx,57,10,24,312,1,57
posx-demo-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-form.tsx,57,12,23,278,1,57
posx-eume-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-variant-section/product-create-details-variant-section.tsx,57,8,39,441,1,57
posx-eume-admin,src/routes/orders/order-create-return/components/add-return-items-table/add-return-items-table.tsx,57,14,12,169,1,57
posx-eume-admin,src/routes/orders/order-create-claim/components/add-claim-items-table/add-claim-items-table.tsx,57,14,12,169,1,57
posx-eume-admin,src/routes/orders/order-create-fulfillment/components/order-create-fulfillment-form/order-create-fulfillment-form.tsx,57,10,24,312,1,57
posx-eume-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-form.tsx,57,12,23,278,1,57
posx-eume-backend,src/workflows/stn/steps/check-stn-inventory-step.ts,19,16,3,135,3,57
posx-frido-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-variant-section/product-create-details-variant-section.tsx,57,8,39,441,1,57
posx-frido-admin,src/routes/quotations/quotation-list/components/quotation-list-table/quotation-list-table.tsx,19,12,7,292,3,57
posx-frido-admin,src/routes/orders/order-create-return/components/add-return-items-table/add-return-items-table.tsx,57,14,12,169,1,57
posx-frido-admin,src/routes/orders/order-create-claim/components/add-claim-items-table/add-claim-items-table.tsx,57,14,12,169,1,57
posx-frido-admin,src/routes/orders/order-create-fulfillment/components/order-create-fulfillment-form/order-create-fulfillment-form.tsx,57,10,24,312,1,57
posx-frido-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-form.tsx,57,12,23,278,1,57
posx-frido-b2b-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-variant-section/product-create-details-variant-section.tsx,57,8,39,441,1,57
posx-frido-b2b-admin,src/routes/orders/order-create-return/components/add-return-items-table/add-return-items-table.tsx,57,14,12,169,1,57
posx-frido-b2b-admin,src/routes/orders/order-create-claim/components/add-claim-items-table/add-claim-items-table.tsx,57,14,12,169,1,57
posx-frido-b2b-admin,src/routes/orders/order-create-fulfillment/components/order-create-fulfillment-form/order-create-fulfillment-form.tsx,57,10,24,312,1,57
posx-frido-b2b-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-form.tsx,57,12,23,278,1,57
posx-frido-b2b-store,src/pages/online-orders/details/confirm-order.tsx,57,28,15,232,1,57
posx-frido-mobility-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-variant-section/product-create-details-variant-section.tsx,57,8,39,441,1,57
posx-frido-mobility-admin,src/routes/orders/order-create-return/components/add-return-items-table/add-return-items-table.tsx,57,14,12,169,1,57
posx-frido-mobility-admin,src/routes/orders/order-create-claim/components/add-claim-items-table/add-claim-items-table.tsx,57,14,12,169,1,57
posx-frido-mobility-admin,src/routes/orders/order-create-fulfillment/components/order-create-fulfillment-form/order-create-fulfillment-form.tsx,57,10,24,312,1,57
posx-frido-mobility-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-form.tsx,57,12,23,278,1,57
posx-frido-store,src/components/app/csat/csat-table.tsx,19,7,5,101,3,57
posx-frido-store,src/components/app/csat/csat-report-cards.tsx,19,4,10,100,3,57
posx-mokobara-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-variant-section/product-create-details-variant-section.tsx,57,8,39,441,1,57
posx-mokobara-admin,src/routes/orders/order-create-return/components/add-return-items-table/add-return-items-table.tsx,57,14,12,169,1,57
posx-mokobara-admin,src/routes/orders/order-create-claim/components/add-claim-items-table/add-claim-items-table.tsx,57,14,12,169,1,57
posx-mokobara-admin,src/routes/orders/order-create-fulfillment/components/order-create-fulfillment-form/order-create-fulfillment-form.tsx,57,10,24,312,1,57
posx-mokobara-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-form.tsx,57,12,23,278,1,57
posx-mokobara-admin,src/routes/login/login.tsx,19,12,6,155,3,57
posx-mokobara-backend,src/lib/helpers/unicommerce-sale-order-payload.ts,19,9,5,95,3,57
posx-ugaoo-admin,src/routes/products/product-create/components/product-create-details-form/components/product-create-details-variant-section/product-create-details-variant-section.tsx,57,8,39,441,1,57
posx-ugaoo-admin,src/routes/orders/order-create-return/components/add-return-items-table/add-return-items-table.tsx,57,14,12,169,1,57
posx-ugaoo-admin,src/routes/orders/order-create-claim/components/add-claim-items-table/add-claim-items-table.tsx,57,14,12,169,1,57
posx-ugaoo-backend,src/workflows/cms/steps/day-end-step.ts,19,13,4,106,3,57
posx-ugaoo-backend,src/lib/helpers/order-slack-alert.ts,19,8,3,77,3,57
posx-ugaoo-backend,src/api/admin/pos-device/route.ts,19,11,3,78,3,57
posx-ugaoo-backend,src/api/admin/cms/export/route.ts,19,16,4,72,3,57
posx-ugaoo-backend,src/api/pos/audit-logs/filters.ts,19,14,2,43,3,57
posx-comet-admin,src/extensions/routes/utils.ts,28,8,13,135,2,56
posx-comet-admin,src/hooks/api/permissions.tsx,28,8,13,130,2,56
posx-comet-admin,src/routes/products/product-create/components/product-create-form/product-create-form.tsx,56,10,21,222,1,56
posx-comet-admin,src/routes/products/common/components/category-combobox/category-combobox.tsx,56,15,25,196,1,56
posx-comet-admin,src/routes/orders/order-detail/components/order-fulfillment-section/order-fulfillment-section.tsx,56,20,20,390,1,56
posx-comet-backend,src/workflows/shopify-product/update-shopify-product.ts,4,1,4,60,14,56
posx-comet-backend,src/lib/helpers/calculate-exchange-difference.ts,28,20,4,115,2,56
posx-comet-backend,src/api/admin/store-details/[id]/route.ts,7,3,3,84,8,56
posx-comet-backend,src/api/discard-gatepasses/route.ts,14,11,3,98,4,56
posx-comet-store,src/components/primitives/input.tsx,7,3,4,39,8,56
posx-comet-store,src/pages/gift-card/top-up/customer-details.tsx,28,21,4,198,2,56
posx-comet-store,src/store/reducers/init.reducer.ts,7,3,5,21,8,56
posx-demo-admin,src/routes/products/product-create/components/product-create-form/product-create-form.tsx,56,10,21,222,1,56
posx-demo-admin,src/routes/products/common/components/category-combobox/category-combobox.tsx,56,15,25,196,1,56
posx-demo-admin,src/routes/orders/order-detail/components/order-fulfillment-section/order-fulfillment-section.tsx,56,20,20,390,1,56
posx-eume-admin,src/routes/products/product-create/components/product-create-form/product-create-form.tsx,56,10,21,222,1,56
posx-eume-admin,src/routes/products/common/components/category-combobox/category-combobox.tsx,56,15,25,196,1,56
posx-eume-admin,src/routes/order-details/order-detail/components/payment-section.tsx,28,11,7,141,2,56
posx-eume-admin,src/routes/orders/order-detail/components/order-fulfillment-section/order-fulfillment-section.tsx,56,20,20,390,1,56
posx-eume-backend,src/api/admin/credit-note/dashboard/route.ts,28,12,7,82,2,56
posx-eume-backend,src/api/admin/stn/[id]/route.ts,14,12,2,117,4,56
posx-eume-store,src/components/file-input.tsx,28,9,7,161,2,56
posx-frido-admin,src/routes/products/product-create/components/product-create-form/product-create-form.tsx,56,10,21,222,1,56
posx-frido-admin,src/routes/products/common/components/category-combobox/category-combobox.tsx,56,15,25,196,1,56
posx-frido-admin,src/routes/order-details/order-detail/components/order-items-section.tsx,28,24,3,111,2,56
posx-frido-admin,src/routes/orders/order-detail/components/order-fulfillment-section/order-fulfillment-section.tsx,56,20,20,390,1,56
posx-frido-b2b-admin,src/routes/products/product-create/components/product-create-form/product-create-form.tsx,56,10,21,222,1,56
posx-frido-b2b-admin,src/routes/products/common/components/category-combobox/category-combobox.tsx,56,15,25,196,1,56
posx-frido-b2b-admin,src/routes/orders/order-detail/components/order-fulfillment-section/order-fulfillment-section.tsx,56,20,20,390,1,56
posx-frido-b2b-admin,src/routes/pos-inventory/inventory-list/components/use-pos-inventory-table-query.tsx,28,14,4,163,2,56
posx-frido-b2b-store,src/components/layouts/app/sidebar.tsx,8,3,4,51,7,56
posx-frido-backend,src/workflows/petty-cash/steps/review-petty-cash-request-step.ts,14,8,3,117,4,56
posx-frido-backend,src/lib/helpers/activate-shopify-inventory-location.ts,28,19,7,118,2,56
posx-frido-backend,src/jobs/complete-unicommerce-fulfillments.ts,28,23,6,218,2,56
posx-frido-mobility-admin,src/routes/products/product-create/components/product-create-form/product-create-form.tsx,56,10,21,222,1,56
posx-frido-mobility-admin,src/routes/products/common/components/category-combobox/category-combobox.tsx,56,15,25,196,1,56
posx-frido-mobility-admin,src/routes/orders/order-detail/components/order-fulfillment-section/order-fulfillment-section.tsx,56,20,20,390,1,56
posx-frido-mobility-store,src/pages/orders/details/exchange-payment-details.tsx,28,11,10,118,2,56
posx-frido-store,src/components/app/petty-cash/petty-cash-requests-table.tsx,14,6,7,82,4,56
posx-frido-store,src/hooks/useToast.ts,28,10,16,125,2,56
posx-frido-store,src/store/middlewares/order.middleware.ts,14,3,7,140,4,56
posx-mokobara-admin,src/routes/products/product-create/components/product-create-form/product-create-form.tsx,56,10,21,222,1,56
posx-mokobara-admin,src/routes/products/common/components/category-combobox/category-combobox.tsx,56,15,25,196,1,56
posx-mokobara-admin,src/routes/store-details/store-list/components/store-list-table/store-list-table.tsx,14,9,6,227,4,56
posx-mokobara-admin,src/routes/orders/order-detail/components/order-fulfillment-section/order-fulfillment-section.tsx,56,20,20,390,1,56
posx-mokobara-backend,src/workflows/order-return-and-exchange/steps/return-order-product-step-v2.ts,8,5,4,63,7,56
posx-mokobara-backend,src/workflows/shopify-product/steps/validate-product-for-pos-system-step.ts,8,7,2,78,7,56
posx-mokobara-backend,src/workflows/shopify-product/steps/update-medusa-product-step.ts,7,2,4,37,8,56
posx-mokobara-backend,src/workflows/shopify-product/steps/create-medusa-product-step.ts,8,2,5,40,7,56
posx-mokobara-store,src/libs/axios.ts,14,6,6,37,4,56
posx-mokobara-store,src/libs/online-orders.ts,14,12,3,41,4,56
posx-mokobara-store,src/components/app/payments/shared/cancel-transaction-request.tsx,14,7,5,93,4,56
posx-mokobara-store,src/components/file-input.tsx,28,9,7,167,2,56
posx-mokobara-store,src/components/print-button-v2.tsx,28,5,12,169,2,56
posx-mokobara-store,src/components/download-invoice.tsx,14,6,3,56,4,56
posx-ugaoo-admin,src/hooks/api/fulfillment-sets.tsx,28,3,14,154,2,56
posx-ugaoo-admin,src/routes/products/product-create/components/product-create-form/product-create-form.tsx,56,10,21,222,1,56
posx-ugaoo-admin,src/routes/products/common/components/category-combobox/category-combobox.tsx,56,15,25,196,1,56
posx-ugaoo-admin,src/routes/locations/common/schema.ts,28,7,8,116,2,56
posx-ugaoo-backend,src/workflows/shopify-product/steps/create-shopify-product-variant-step.ts,14,5,9,83,4,56
posx-ugaoo-backend,src/workflows/order-detail/steps/generate-store-wise-report-step.ts,14,14,1,30,4,56
posx-ugaoo-backend,src/api/admin/store-details/[id]/adsr-token/route.ts,14,7,2,78,4,56
posx-ugaoo-backend,src/modules/pos-inventory/service.ts,14,13,2,32,4,56
posx-ugaoo-store,src/libs/order-tax.ts,28,18,5,104,2,56
posx-ugaoo-store,src/pages/inventory/movements.tsx,14,7,7,101,4,56
posx-comet-backend,src/lib/helpers/get-product-swatch-image.ts,5,1,5,8,11,55
posx-comet-store,src/hooks/useAddToCart.ts,11,6,4,68,5,55
posx-comet-store,src/pages/gift-card/top-up/single-payment.tsx,11,5,4,43,5,55
posx-demo-admin,src/routes/order-details/order-list/components/use-order-details-table-query.tsx,55,27,9,343,1,55
posx-demo-store,src/store/middlewares/online-cart.middleware.ts,55,3,37,313,1,55
posx-eume-admin,src/routes/order-details/order-list/components/use-order-details-table-query.tsx,55,27,9,343,1,55
posx-eume-admin,src/routes/store-details/store-detail/components/payment-integration-section.tsx,11,8,4,101,5,55
posx-eume-admin,src/routes/employees/employee-create/components/basic-info-create-form/basic-info-create-form.tsx,5,2,4,100,11,55
posx-frido-b2b-store,src/components/app/inventory/inventory-table.tsx,11,6,5,54,5,55
posx-frido-backend,src/api/admin/employee/approvers/route.ts,11,5,4,75,5,55
posx-frido-mobility-admin,src/routes/order-details/order-list/components/use-order-details-table-query.tsx,55,27,9,343,1,55
posx-frido-store,src/libs/print.ts,5,4,2,64,11,55
posx-mokobara-admin,src/routes/order-details/order-list/components/use-order-details-table-query.tsx,55,27,9,343,1,55
posx-mokobara-admin,src/routes/combos/combo-list/components/combo-list-table/combo-list-table.tsx,11,5,4,77,5,55
posx-mokobara-backend,src/workflows/storepro/steps/normalize-webhook-item-step.ts,11,11,1,46,5,55
posx-mokobara-backend,src/api/admin/gift-card/balance/route.ts,11,11,1,52,5,55
posx-mokobara-backend,src/api/admin/gift-card/audit/route.ts,11,11,1,58,5,55
posx-ugaoo-backend,src/api/admin/employee/list-filters.ts,11,10,2,56,5,55
posx-comet-admin,src/components/common/export-email-prompt/export-email-prompt.tsx,18,5,7,114,3,54
posx-comet-admin,src/routes/roles/role-edit/components/edit-role-form/edit-role-form.tsx,27,17,3,211,2,54
posx-comet-backend,src/workflows/gift-card/steps/validate-gift-card-status-step.ts,18,11,4,66,3,54
posx-comet-backend,src/workflows/campaign-coupon/workflows/create-campaign-coupon.ts,9,3,5,22,6,54
posx-comet-backend,src/subscribers/order-detail-order-confirmed.ts,6,6,1,59,9,54
posx-comet-store,src/store/apis/auth.request.ts,6,1,6,49,9,54
posx-demo-admin,src/hooks/api/inventory.tsx,54,3,27,241,1,54
posx-demo-backend,src/workflows/exports/steps/generate-order-export-csv-step.ts,54,46,6,178,1,54
posx-demo-store,src/components/app/home/custom-discount/index.tsx,54,25,12,151,1,54
posx-eume-admin,src/hooks/api/inventory.tsx,54,3,27,241,1,54
posx-eume-backend,src/workflows/payment-detail/steps/detect-original-payment-mode-step.ts,18,9,10,73,3,54
posx-eume-backend,src/api/admin/store-coupon/resolve-skus/route.ts,27,24,4,122,2,54
posx-eume-store,src/components/app/order/steps/payment-details/qr-payment-form/index.tsx,27,9,8,124,2,54
posx-eume-store,src/components/app/return/return-status.tsx,9,8,2,17,6,54
posx-eume-store,src/components/primitives/dialog.tsx,18,6,12,132,3,54
