sha256,repo_count,instance_count,relative_paths,repos
bd32f9a7a6fe4bae,2,2,src/workflows/online-cart/steps/add-to-online-cart-step.ts,posx-frido-backend;posx-frido-mobility-backend
0361abc8e0076047,2,2,src/workflows/online-cart/steps/change-business-type.ts,posx-frido-backend;posx-frido-mobility-backend
41c494db4445f01f,2,2,src/workflows/order-return-and-exchange/steps/adjust-returned-order-as-per-order-product-step.ts,posx-frido-backend;posx-frido-mobility-backend
bede4bfa841d1d4a,2,2,src/workflows/order-return-and-exchange/steps/check-exchange-amount-value-step.ts,posx-frido-backend;posx-frido-mobility-backend
a12ab80ef9322888,2,2,src/workflows/freebie/workflows/update-freebie.ts,posx-frido-backend;posx-frido-mobility-backend
8293c2696aae1bf8,2,2,src/workflows/freebie/workflows/create-freebie.ts,posx-frido-backend;posx-frido-mobility-backend
62a95dd621c331b8,2,2,src/workflows/freebie/steps/create-freebie-step.ts,posx-frido-backend;posx-frido-mobility-backend
e3dad7aab987f3f2,2,2,src/workflows/freebie/steps/update-freebie-step.ts,posx-frido-backend;posx-frido-mobility-backend
f28828bbb54ea5c9,2,2,src/workflows/online-order/workflows/create-online-order.ts,posx-frido-backend;posx-frido-mobility-backend
21c8174111930a33,2,2,src/workflows/online-order/steps/validate-order-product.ts,posx-frido-backend;posx-frido-mobility-backend
ca18152b14cff7cc,2,2,src/workflows/online-order/steps/update-online-order-details-step.ts,posx-frido-backend;posx-frido-mobility-backend
d84dd08756e061b4,2,2,src/workflows/quotation/workflows/create-quotation.ts,posx-frido-backend;posx-frido-mobility-backend
da49eb182cc162dd,2,2,src/workflows/quotation/workflows/create-quotation-address.ts,posx-frido-backend;posx-frido-mobility-backend
4d120a7789ee8d24,2,2,src/workflows/quotation/workflows/update-quotation.ts,posx-frido-backend;posx-frido-mobility-backend
