repo,package,current,wanted,latest
posx-ugaoo-admin,axios,1.12.2,1.20.0,1.20.0
posx-ugaoo-admin,cmdk,0.2.1,0.2.1,1.1.1
posx-ugaoo-admin,date-fns,3.6.0,3.6.0,4.4.0
posx-ugaoo-admin,i18next,23.7.11,23.7.11,26.4.2
posx-ugaoo-admin,i18next-browser-languagedetector,7.2.0,7.2.0,8.2.1
posx-ugaoo-admin,i18next-http-backend,2.4.2,2.4.2,4.0.2
posx-ugaoo-admin,jsdom,29.1.1,29.1.1,30.0.1
posx-ugaoo-admin,lodash,4.17.21,4.18.1,4.18.1
posx-ugaoo-admin,match-sorter,6.3.4,6.3.4,8.3.0
posx-ugaoo-admin,motion,11.18.2,11.18.2,13.2.0
posx-ugaoo-admin,postcss,8.5.3,8.5.28,8.5.28
posx-ugaoo-admin,prettier,3.5.3,3.9.6,3.9.6
posx-ugaoo-admin,qs,6.14.0,6.16.0,6.16.0
posx-ugaoo-admin,radix-ui,1.1.2,1.1.2,1.6.7
posx-ugaoo-admin,react,18.3.1,18.3.1,19.2.8
posx-ugaoo-admin,react-currency-input-field,3.10.0,3.10.0,4.0.6
posx-ugaoo-admin,react-dom,18.3.1,18.3.1,19.2.8
posx-ugaoo-admin,react-helmet-async,2.0.5,2.0.5,3.0.0
posx-ugaoo-admin,react-hook-form,7.49.1,7.49.1,7.87.0
posx-ugaoo-admin,react-i18next,13.5.0,13.5.0,17.0.13
posx-ugaoo-admin,react-jwt,1.2.2,1.3.0,2.1.1
posx-ugaoo-admin,react-router-dom,6.20.1,6.20.1,7.18.3
posx-ugaoo-admin,tailwindcss,3.4.17,3.4.19,4.3.3
posx-ugaoo-admin,tsup,8.4.0,8.5.1,8.5.1
posx-ugaoo-admin,typescript,5.2.2,5.2.2,7.0.2
posx-ugaoo-admin,vite,5.4.14,5.4.21,8.2.2
posx-ugaoo-admin,vite-plugin-inspect,0.8.9,0.8.9,12.0.2
posx-ugaoo-admin,vitest,3.0.8,3.2.7,5.0.0
posx-ugaoo-admin,zod,3.22.4,3.22.4,4.5.4
posx-ugaoo-backend,@aws-sdk/client-s3,3.1054.0,3.1126.0,3.1126.0
posx-ugaoo-backend,@aws-sdk/client-ses,3.758.0,3.1126.0,3.1126.0
posx-ugaoo-backend,@aws-sdk/lib-storage,3.1054.0,3.1126.0,3.1126.0
posx-ugaoo-backend,@devxcommerce/shopify,0.0.115,0.0.115,0.0.117
posx-ugaoo-backend,@medusajs/admin-sdk,2.13.1,2.13.1,2.20.1
posx-ugaoo-backend,@medusajs/cli,2.13.1,2.13.1,2.20.1
posx-ugaoo-backend,@medusajs/framework,2.13.1,2.13.1,2.20.1
posx-ugaoo-backend,@medusajs/medusa,2.13.1,2.13.1,2.20.1
posx-ugaoo-backend,@medusajs/test-utils,2.13.1,2.13.1,2.20.1
posx-ugaoo-backend,@slack/webhook,7.0.9,7.2.0,8.0.2
posx-ugaoo-backend,@swc/core,1.15.17,1.16.1,1.16.1
posx-ugaoo-backend,@swc/jest,0.2.37,0.2.39,0.2.39
posx-ugaoo-backend,@types/jest,29.5.14,29.5.14,30.0.0
posx-ugaoo-backend,@types/node,20.17.16,20.19.43,26.4.1
posx-ugaoo-backend,@types/react,18.3.18,18.3.31,19.2.18
posx-ugaoo-backend,@types/react-dom,18.3.5,18.3.7,19.2.7
posx-ugaoo-backend,awilix,8.0.1,8.0.1,13.0.5
posx-ugaoo-backend,axios,1.18.0,1.20.0,1.20.0
posx-ugaoo-backend,cors,2.8.5,2.8.6,2.8.6
posx-ugaoo-backend,csv-parse,5.6.0,5.6.0,7.0.2
posx-ugaoo-backend,ejs,3.1.10,3.1.10,6.0.1
posx-ugaoo-backend,jest,29.7.0,29.7.0,30.5.1
posx-ugaoo-backend,nodemailer,6.10.0,6.10.1,9.1.1
posx-ugaoo-backend,pg,8.16.0,8.23.0,8.23.0
posx-ugaoo-backend,prettier,3.5.3,3.9.6,3.9.6
posx-ugaoo-backend,prettier-plugin-tailwindcss,0.6.11,0.6.14,0.8.1
posx-ugaoo-backend,puppeteer,24.4.0,24.43.1,25.10.0
posx-ugaoo-backend,razorpay,2.9.6,2.9.8,2.9.8
posx-ugaoo-backend,react,18.3.1,18.3.1,19.2.8
posx-ugaoo-backend,react-dom,18.3.1,18.3.1,19.2.8
posx-ugaoo-backend,typescript,5.7.3,5.9.3,7.0.2
posx-ugaoo-backend,vite,5.4.21,5.4.21,8.2.2
posx-ugaoo-store,@devxcommerce/shopify,0.0.105,0.0.105,0.0.117
posx-ugaoo-store,@eslint/js,9.39.5,9.39.5,10.0.1
posx-ugaoo-store,@hookform/resolvers,4.1.3,4.1.3,5.9.1
posx-ugaoo-store,@types/node,22.20.1,22.20.1,26.4.1
posx-ugaoo-store,@vitejs/plugin-react,4.7.0,4.7.0,6.1.1
posx-ugaoo-store,cmdk,1.0.0,1.0.0,1.1.1
posx-ugaoo-store,eslint,9.39.5,9.39.5,10.9.1
posx-ugaoo-store,eslint-plugin-react-hooks,5.2.0,5.2.0,7.1.1
posx-ugaoo-store,eslint-plugin-react-refresh,0.4.26,0.4.26,0.5.6
posx-ugaoo-store,globals,15.15.0,15.15.0,17.12.0
posx-ugaoo-store,lucide-react,0.479.0,0.479.0,1.40.0
posx-ugaoo-store,nanoid,5.1.16,5.1.16,6.0.1
posx-ugaoo-store,prettier-plugin-tailwindcss,0.6.14,0.6.14,0.8.1
posx-ugaoo-store,react-day-picker,8.10.1,8.10.1,10.0.1
posx-ugaoo-store,react-dropzone,14.4.1,14.4.1,20.1.1
posx-ugaoo-store,react-router,7.18.3,7.18.3,8.3.1
posx-ugaoo-store,typescript,5.7.3,5.7.3,7.0.2
posx-ugaoo-store,vite,6.4.3,6.4.3,8.2.2
posx-ugaoo-store,zod,3.25.76,3.25.76,4.5.4
